"date","google.influenza","google.influenza virus","google.grippe","google.grippe influenza","google.influenza rki","google.rki","google.influenza impfung","google.symptome influenza","google.hämophilus influenza","google.inkubationszeit","google.influenza inkubationszeit","google.influenza 2013","google.influenza 2015","google.haemophilus influenza","google.influenza impfung pferd","google.influenza a virus","google.influenza impfstoff","google.influenza 2012","google.influenza viren","google.grippewelle","google.influenza h1n1","google.schweinegrippe","google.h1n1","google.was ist influenza","google.influenza dauer","google.influenza wie lange ansteckend","google.influenza grippe","google.virus influenza","google.rki influenza","google.influenza symptome","google.symptome","google.inkubationszeit influenza","google.influenza 2016","google.influenza ansteckend","google.influenza ansteckung","google.erkältung","news.influenza","NA"
2010-08-01,4,8.5,3,0,3.7,21.5,29.9,0,31.8,18.1,0,0,0,50.3,55.4,0,17.6,0,0,0,46.5,4.4,54.5,0,0,0,0,7.8,3.9,0,54.7,0,0,0,0,8.1,0,0
2010-08-08,4,9.3,4,0,3.7,27.6,0,4.9,0,18.1,0,0,0,48.6,0,31.9,0,0,0,0,0,6.5,35.8,0,0,0,0,8.5,3.9,4.9,56.7,0,0,0,0,10.1,0,0
2010-08-15,6.1,5.4,4,7,3.7,43,18.1,0,0,21.1,0,0,0,48.6,54.3,0,17.2,0,0,0,0,4.4,42,0,0,0,7,5,3.9,0,58.6,0,0,0,0,12.1,13.5,13.5
2010-08-22,7.1,12.4,4,0,3.7,33.8,34.5,0,0,18.1,0,0,0,46.9,52.1,30.3,0,0,41.9,1,110.6,6.5,48.3,28.1,0,0,0,11.3,3.9,0,60.6,0,0,0,0,14.1,0,0
2010-08-29,8.1,5.4,5,3,3.7,30.7,17.2,0,0,18.1,0,0,0,0,0,31.1,0,0,0,1,0,4.4,38.9,0,0,0,3,5,3.9,0,56.7,0,0,0,0,22.2,0,0
2010-09-05,7.1,8.5,5,3,3.7,27.6,25.4,9.7,0,18.1,0,0,0,95.5,0,30.3,0,0,41.9,1,0,6.5,32.7,0,0,0,3,7.8,3.9,10.7,58.6,0,0,0,0,25.2,0,0
2010-09-12,8.1,5.4,7,10.1,0,30.7,33.5,0,0,21.1,5.6,0,0,0,103.1,0,16.5,0,0,1,44,8.7,59.2,0,14.3,0,10.1,5,0,0,58.6,5.2,0,0,0,27.2,13.5,13.5
2010-09-19,5.1,5.4,7,3,0,30.7,28.1,0,0,21.1,0,0,0,46.9,51,0,0,0,41.1,2,44,8.7,52.9,0,0,0,3,5,0,0,58.6,0,0,0,0,28.2,0,0
2010-09-26,9.1,12.4,8,6,3.7,33.8,32.6,0,58.1,18.1,0,0,0,45.1,49.9,0,21.5,0,0,1,42.7,4.4,40.5,0,13.7,0,6,11.3,3.9,0,58.6,0,0,0,0,28.2,0,0
2010-10-03,8.1,12.4,7,3,3.7,24.6,58.9,4.9,0,24.1,0,0,0,46.9,52.1,30.3,16.5,0,0,1,65.4,4.4,46.7,0,0,0,3,11.3,3.9,4.9,60.6,0,0,0,0,24.2,13.5,13.5
2010-10-10,7.1,8.5,6,3,3.7,27.6,33.5,4.9,0,18.1,5.6,0,0,46.9,0,45,16.5,0,0,1,65.4,4.4,48.3,0,0,0,3,7.8,3.9,4.9,56.7,5.2,0,0,0,24.2,0,0
2010-10-17,7.1,10.1,7,10.1,3.7,30.7,38.1,0,0,21.1,0,0,0,45.1,0,0,16.1,0,39.5,1,64.1,6.5,48.3,0,0,0,10.1,9.2,3.9,4.9,60.6,0,0,0,0,20.1,0,0
2010-10-24,6.1,7,8,10.1,3.7,30.7,31.7,9.7,28.6,18.1,0,0,0,112.8,0,0,23.9,0,39.5,1,41.5,6.5,29.6,0,0,0,10.1,6.4,3.9,9.7,60.6,0,0,0,17.6,20.1,0,0
2010-10-31,7.1,16.3,6,6,3.7,27.6,48.1,4.9,28.6,21.1,0,0,0,90.3,0,38.5,0,0,0,0,125.7,4.4,43.6,0,0,0,6,14.9,3.9,4.9,58.6,0,0,0,0,19.1,0,0
2010-11-07,7.1,14.7,7,0,6.5,30.7,36.3,4.9,0,21.1,0,0,0,86.8,0,0,15.7,0,0,0,60.3,4.4,37.4,0,0,0,0,13.4,6.9,4.9,62.6,0,0,0,0,19.1,0,0
2010-11-14,6.1,4.7,7,3,2.8,30.7,26.3,0,27,27.2,0,0,0,66,0,0,30.6,0,0,1,40.2,4.4,26.5,0,0,0,3,4.2,2.9,0,62.6,0,0,0,0,18.1,0,0
2010-11-21,8.1,14.7,8,3,6.5,30.7,15.4,4.9,27,27.2,0,0,0,43.4,0,0,15.3,0,75.7,1,80.4,4.4,20.2,0,0,0,3,13.4,6.9,4.9,58.6,0,0,0,0,22.2,0,0
2010-11-28,6.1,13.2,8,3,2.8,27.6,0,4.9,0,21.1,0,0,0,0,0,27.8,15.7,0,0,1,40.2,6.5,28,0,0,0,3,12,2.9,4.9,52.8,0,0,0,0,23.2,12.5,12.5
2010-12-05,6.1,9.3,8,0,6.5,24.6,23.6,4.9,0,24.1,0,0,0,43.4,0,0,0,0,37.8,0,40.2,4.4,24.9,0,0,0,0,8.5,6.9,4.9,54.7,0,4.6,0,0,24.2,0,0
2010-12-12,8.1,14.7,10,9,0,27.6,0,4.9,0,21.1,4.9,0,0,43.4,0,0,0,0,37.8,1,40.2,6.5,29.6,0,0,0,9,13.4,0,4.9,54.7,4.5,0,0,0,22.2,0,0
2010-12-19,6.1,5.4,10,0,7.5,18.4,24.5,4.9,0,24.1,11.8,0,0,50.3,0,0,18,0,44.4,1,118.2,15.2,29.6,30.3,0,0,0,5,7.9,5.8,50.8,11,0,23.3,19.9,25.2,0,0
2010-12-26,7.1,11.6,11,4,7.5,15.4,0,5.8,33.4,30.2,6.3,0,0,0,0,0,18.4,0,0,2,98,13.1,31.1,0,15.6,0,4,10.6,7.9,5.8,60.6,5.8,0,15.9,0,33.2,0,0
2011-01-02,14.2,3.9,20.1,26.1,15.8,39.9,52.6,13.6,0,36.2,6.3,0,0,72.9,0,34.4,12.9,0,63.3,4,33.9,217.5,155.7,21.6,11.1,0,26.1,3.5,16.7,15.6,89.9,5.8,0,11.2,14.5,37.3,20.2,20.2
2011-01-09,16.2,18.6,19.1,12.1,17.7,43,49,17.5,28.6,45.3,11.8,0,0,50.3,36.6,32.7,12.1,0,29.6,3,79.2,139.2,133.9,0,10.4,0,12.1,17,18.7,14.6,89.9,11,0,10.3,0,28.2,0,0
2011-01-16,15.2,17.8,19.1,6,11.2,46.1,57.1,23.3,32.6,42.3,6.3,0,0,34.7,37.7,22.1,12.1,0,29.6,2,62.8,108.8,116.8,20.2,10.4,9.6,6,16.3,11.8,20.4,89.9,5.8,0,10.3,0,26.2,9.6,9.6
2011-01-23,15.2,10.1,19.1,11.1,11.2,39.9,48.1,19.4,31.8,57.3,10.4,0,0,34.7,73.2,43.4,23.9,13.8,59.2,4,46.5,93.5,101.2,49.7,9.8,9.6,11.1,9.2,11.8,15.6,89.9,9.7,0,10.3,0,31.2,9.6,9.6
2011-01-30,23.2,9.3,21.1,21.1,4.7,36.8,52.6,27.2,41.4,57.3,17.4,0,0,33,0,0,11.4,0,57.6,5,60.3,128.3,109,28.8,9.8,9.6,21.1,8.5,4.9,23.4,89.9,16.2,0,13.1,25.2,35.2,9.6,9.6
2011-02-06,19.2,14.7,23.1,14.1,14.9,39.9,44.4,23.3,42.9,54.3,10.4,0,0,45.1,36.6,36,18,0,0,5,94.3,119.6,105.9,20.2,13.7,0,14.1,13.4,15.7,24.3,93.8,9.7,0,10.3,26.8,35.2,0,0
2011-02-13,19.2,14.7,20.1,8,14.9,43,36.3,8.7,42.9,48.3,16,0,0,34.7,36.6,43.4,0,0,45.2,4,95.5,76.1,85.6,60.5,20.2,0,8,13.4,15.7,10.7,88,14.9,0,10.3,17.6,31.2,9.6,9.6
2011-02-20,13.1,7.8,18.1,10.1,18.6,36.8,16.3,6.8,42.9,42.3,18.8,0,0,57.3,36.6,32.7,23.9,0,0,3,79.2,58.7,65.4,0,10.4,0,10.1,7.1,19.7,8.8,84.1,17.4,0,20.5,0,33.2,19.3,19.3
2011-02-27,14.2,10.1,16.1,11.1,11.2,36.8,25.4,16.5,43.7,42.3,4.2,0,0,173.6,0,0,12.1,0,30.4,3,32.7,43.5,34.3,41.1,10.4,0,11.1,9.2,11.8,13.6,84.1,3.9,0,21.4,13.8,30.2,0,0
2011-03-06,10.1,10.1,17.1,5,6.5,30.7,31.7,5.8,44.5,42.3,4.2,0,0,69.4,38.8,22.1,0,0,61.7,2,32.7,37,43.6,0,13.7,10.4,5,9.2,6.9,4.9,82.1,3.9,0,0,0,33.2,0,0
2011-03-13,12.1,15.5,14,13.1,4.7,33.8,18.1,12.6,43.7,48.3,13.9,0,0,69.4,37.7,32.7,12.1,0,30.4,2,64.1,26.1,29.6,20.2,0,0,13.1,14.2,4.9,10.7,84.1,12.9,0,10.3,0,30.2,0,0
2011-03-20,10.1,9.3,11,2,3.7,33.8,19,5.8,44.5,36.2,4.2,0,0,34.7,38.8,0,12.5,0,0,1,0,15.2,28,0,0,0,2,8.5,3.9,4.9,82.1,3.9,0,0,13.8,25.2,0,0
2011-03-27,9.1,15.5,10,5,2.8,30.7,38.1,7.8,34.2,36.2,4.2,0,0,53.8,0,22.9,0,0,0,1,33.9,13.1,20.2,0,0,0,5,14.2,2.9,11.7,80.1,3.9,0,0,13.8,22.2,0,0
2011-04-03,7.1,10.9,8,4,5.6,30.7,12.7,3.9,30.2,36.2,8.3,0,0,53.8,38.8,22.9,12.9,0,46.9,1,0,10.9,14,20.9,10.4,0,4,9.9,5.9,3.9,80.1,7.8,0,0,0,19.1,0,0
2011-04-10,4,10.9,7,5,2.8,33.8,12.7,5.8,34.2,27.2,0,0,0,71.2,38.8,45.8,0,0,31.3,1,0,8.7,10.9,0,10.4,10.4,5,9.9,2.9,4.9,78.2,0,0,0,13.8,18.1,0,0
2011-04-17,3,4.7,7,6,0,27.6,14.5,3.9,25.5,30.2,0,0,0,39.9,44.3,0,14.5,0,0,0,37.7,8.7,9.3,0,12.4,0,6,4.2,0,3.9,74.3,0,0,0,0,20.1,11.6,11.6
2011-04-24,4,7,6,3,2.8,21.5,13.6,7.8,0,27.2,0,0,0,38.2,63.2,36.8,0,0,0,1,0,6.5,12.5,0,0,0,3,6.4,2.9,7.8,72.3,0,0,0,0,14.1,0,0
2011-05-01,4,3.9,6,5,2.8,30.7,26.3,0,79.5,24.1,0,0,0,0,39.9,0,12.9,0,31.3,0,33.9,6.5,10.9,21.6,0,0,5,3.5,2.9,0,78.2,0,0,0,13.8,15.1,0,0
2011-05-08,4,6.2,5,2,5.6,30.7,17.2,5.8,33.4,33.2,4.2,0,0,36.5,0,0,12.5,0,0,0,0,10.9,10.9,0,0,0,2,5.7,5.9,6.8,76.2,3.9,0,0,0,11.1,0,0
2011-05-15,4,6.2,6,0,2.8,36.8,19,0,0,33.2,0,0,0,34.7,38.8,0,12.5,0,31.3,0,0,15.2,10.9,20.9,10.4,0,0,5.7,2.9,3.9,80.1,0,0,0,0,13.1,0,0
2011-05-22,5.1,11.6,10,2,5.6,300.9,12.7,7.8,37.4,301.8,4.2,0,0,34.7,38.8,0,12.5,0,77.3,2,32.7,17.4,20.2,20.9,0,0,2,10.6,5.9,7.8,146.6,3.9,0,0,0,15.1,9.6,9.6
2011-05-29,5.1,17.1,8,5,0,307,0,0,37.4,217.3,0,0,0,59,42.1,24.6,13.7,0,0,1,36.5,17.4,28,0,0,0,5,15.6,0,3.9,195.5,0,0,0,0,15.1,0,0
2011-06-05,5.1,6.2,6,10.1,0,236.4,38.1,0,44.5,129.8,0,0,0,46.9,38.8,22.1,0,0,31.3,1,0,13.1,31.1,0,0,0,10.1,5.7,0,0,129,0,0,0,0,12.1,0,0
2011-06-12,3,12.4,5,3,2.8,95.2,0,0,46.9,48.3,0,0,0,0,0,23.7,12.9,0,32.9,0,33.9,6.5,17.1,0,0,0,3,11.3,2.9,0,97.7,0,0,0,14.5,14.1,0,0
2011-06-19,3,3.9,4,0,2.8,79.8,12.7,3.9,22.3,30.2,0,0,0,53.8,38.8,0,0,0,46.9,0,0,4.4,10.9,0,0,0,0,3.5,2.9,3.9,91.9,0,0,0,0,15.1,0,0
2011-06-26,3,0,4,5,2.8,67.5,34.5,0,45.3,27.2,0,0,0,36.5,38.8,0,12.5,0,0,0,0,4.4,12.5,0,0,0,5,0,2.9,0,91.9,0,0,0,13.8,14.1,0,0
2011-07-03,3,11.6,5,0,2.8,55.3,19,3.9,45.3,33.2,0,0,0,36.5,0,0,0,0,0,0,33.9,2.2,12.5,21.6,10.4,0,0,10.6,2.9,3.9,89.9,0,0,0,0,15.1,10.6,10.6
2011-07-10,4,7.8,4,5,2.8,49.1,25.4,0,22.3,27.2,4.2,0,0,36.5,38.8,34.4,12.5,0,46.9,1,0,2.2,10.9,0,0,0,5,7.1,2.9,0,91.9,3.9,0,0,0,14.1,0,0
2011-07-17,3,7.8,3,0,2.8,39.9,0,0,22.3,27.2,0,0,0,71.2,0,22.1,12.5,0,0,0,65.4,2.2,7.8,0,0,0,0,7.1,2.9,0,88,0,0,0,0,14.1,0,0
2011-07-24,3,10.1,4,3,2.8,33.8,29.9,3.9,0,24.1,0,0,0,0,0,22.9,0,0,0,0,0,2.2,4.7,0,10.4,0,3,9.2,2.9,3.9,86,0,0,0,0,16.1,9.6,9.6
2011-07-31,2,10.9,4,0,0,33.8,13.6,0,23.1,21.1,0,0,0,0,0,23.7,0,0,32.9,0,0,2.2,7.8,0,0,0,0,9.9,0,0,89.9,0,0,0,0,15.1,0,0
2011-08-07,3,6.2,5,5,0,30.7,19,0,33.4,21.1,0,4,0,0,38.8,22.1,0,0,0,0,0,2.2,6.2,20.9,10.4,0,5,5.7,0,0,88,0,0,0,0,14.1,0,0
2011-08-14,4,8.5,3,3,0,30.7,26.3,0,46.9,24.1,0,0,0,36.5,0,0,12.9,0,0,0,0,4.4,12.5,0,0,0,3,7.8,0,0,89.9,0,0,0,0,13.1,0,0
2011-08-21,3,7.8,5,0,0,30.7,25.4,0,22.3,21.1,0,0,0,36.5,0,0,0,0,31.3,0,0,2.2,6.2,0,0,0,0,7.1,0,0,89.9,0,0,0,0,12.1,0,0
2011-08-28,5.1,7.8,5,3,2.8,30.7,34.5,0,30.2,21.1,0,0,0,0,39.9,0,12.9,0,32.1,1,0,2.2,9.3,21.6,0,0,3,7.1,2.9,0,89.9,0,0,0,0,18.1,0,0
2011-09-04,4,7.8,5,5,2.8,27.6,29,0,36.6,27.2,4.2,0,0,34.7,0,22.1,18.4,0,30.4,0,32.7,2.2,9.3,20.2,0,0,5,7.1,2.9,0,93.8,3.9,0,0,13,19.1,0,0
2011-09-11,4,6.2,7,7,2.8,33.8,30.8,5.8,21.5,27.2,4.2,0,0,34.7,37.7,22.1,12.1,0,0,0,31.4,4.4,12.5,0,0,0,7,5.7,2.9,5.8,89.9,3.9,0,0,0,23.2,0,0
2011-09-18,5.1,7.8,8,2,2.8,36.8,24.5,3.9,21.5,27.2,0,0,0,34.7,75.4,0,12.1,0,30.4,1,64.1,4.4,10.9,20.2,0,0,2,7.1,2.9,3.9,91.9,0,0,0,0,30.2,0,0
2011-09-25,5.1,7.8,9,4,0,30.7,38.1,3.9,37.4,27.2,0,0,0,34.7,0,22.9,25.1,0,0,1,0,4.4,10.9,0,0,0,4,7.1,0,3.9,95.8,0,0,0,0,31.2,0,0
2011-10-02,6.1,9.3,8,4,3.7,27.6,50.8,0,33.4,21.1,0,0,0,105.9,38.8,22.9,0,0,31.3,1,0,2.2,15.6,0,0,0,4,8.5,3.9,3.9,91.9,0,0,0,0,34.2,0,0
2011-10-09,6.1,5.4,11,7,2.8,36.8,23.6,8.7,42.2,27.2,0,0,0,50.3,36.6,0,23.5,13.8,29.6,1,31.4,6.5,21.8,19.5,0,0,7,5,2.9,8.8,80.1,0,0,0,0,37.3,0,0
2011-10-16,6.1,6.2,10,2,2.8,33.8,52.6,3.9,42.2,33.2,4.2,0,0,0,73.2,42.6,23.9,0,29.6,1,31.4,4.4,14,0,0,0,2,5.7,2.9,5.8,56.7,3.9,0,0,0,41.3,0,0
2011-10-23,6.1,7,10,14.1,2.8,27.6,58.9,10.7,27.8,27.2,4.2,0,0,33,35.5,21.3,0,13.8,0,1,0,4.4,10.9,0,0,0,14.1,6.4,2.9,10.7,54.7,3.9,0,10.3,0,38.3,0,0
2011-10-30,5.1,7,10,5,2.8,33.8,39.9,6.8,31.8,30.2,0,0,0,33,36.6,0,11.8,28.5,0,1,0,4.4,18.7,19.5,0,9.6,5,6.4,2.9,6.8,52.8,0,0,0,0,34.2,9.6,9.6
2011-11-06,7.1,8.5,11,3,3.7,36.8,38.1,6.8,60.4,30.2,0,0,0,33,35.5,0,11.4,13.8,28,1,0,4.4,6.2,0,0,0,3,7.8,3.9,6.8,54.7,0,0,9.3,0,34.2,0,0
2011-11-13,4,10.9,11,4,3.7,39.9,46.2,2.9,20.7,27.2,0,0,0,48.6,0,0,11.4,0,0,1,30.2,4.4,7.8,0,0,0,4,9.9,3.9,3.9,54.7,0,0,0,0,37.3,0,0
2011-11-20,7.1,13.2,11,5,4.7,33.8,17.2,0,20.7,27.2,0,0,0,64.2,35.5,20.5,11.4,13.8,0,1,0,2.2,10.9,18.7,0,0,5,12,4.9,0,52.8,0,0,0,0,36.2,0,0
2011-11-27,6.1,9.3,12,6,3.7,39.9,22.7,2.9,19.9,30.2,3.5,0,0,0,34.4,20.5,11.4,13.8,28,0,30.2,6.5,14,0,0,0,6,8.5,3.9,3.9,52.8,3.2,0,0,0,35.2,18.3,18.3
2011-12-04,5.1,10.1,12,3,1.9,33.8,33.5,2.9,19.9,36.2,0,0,0,62.5,34.4,19.6,11,0,0,1,0,6.5,10.9,18.7,0,0,3,9.2,2,2.9,52.8,0,0,0,0,37.3,0,0
2011-12-11,7.1,7.8,13,3,4.7,30.7,10.9,7.8,28.6,33.2,3.5,0,0,31.2,34.4,19.6,11,0,27.1,0,57.8,4.4,6.2,0,0,0,3,7.1,4.9,8.8,54.7,3.2,0,0,12.2,35.2,8.7,8.7
2011-12-18,4,4.7,14,2,2.8,27.6,0,0,21.5,39.2,4.2,0,0,67.7,0,0,11.8,14.7,0,1,0,4.4,18.7,0,0,0,2,4.2,2.9,0,54.7,3.9,0,0,0,35.2,9.6,9.6
2011-12-25,4,12.4,12,5,2.8,21.5,19.9,0,0,36.2,0,0,0,0,39.9,0,0,16.4,0,1,69.1,4.4,12.5,0,0,0,5,11.3,2.9,0,60.6,0,0,0,14.5,39.3,21.2,21.2
2012-01-01,5.1,10.1,10,5,3.7,27.6,28.1,2.9,19.9,30.2,0,0,0,31.2,33.3,19.6,32.9,13,41.1,1,0,4.4,15.6,0,0,0,5,9.2,3.9,2.9,64.5,0,0,0,0,35.2,0,0
2012-01-08,6.1,10.9,11,3,4.7,30.7,17.2,5.8,30.2,33.2,3.5,0,0,29.5,63.2,18,20.4,30.2,37.8,1,0,2.2,10.9,17.3,0,0,3,9.9,4.9,5.8,66.5,3.2,0,0,0,30.2,8.7,8.7
2012-01-15,7.1,9.3,11,4,5.6,39.9,26.3,4.9,18.3,30.2,0,0,0,43.4,63.2,18.8,10.2,18.1,0,1,0,4.4,10.9,0,0,0,4,8.5,5.9,4.9,78.2,0,0,0,0,30.2,8.7,8.7
2012-01-22,7.1,12.4,11,6,7.5,39.9,30.8,4.9,54.1,27.2,0,0,0,29.5,0,18,10.2,12.1,25.5,2,26.4,4.4,12.5,0,0,0,6,11.3,7.9,3.9,80.1,0,0,8.4,0,32.2,7.7,7.7
2012-01-29,8.1,8.5,10,4,5.6,39.9,20.9,2.9,18.3,33.2,3.5,0,0,29.5,0,31.1,0,25,25.5,1,26.4,4.4,10.9,0,8.5,0,4,7.8,5.9,2.9,84.1,3.2,0,0,0,39.3,16.4,16.4
2012-02-05,7.1,11.6,13,2,9.3,36.8,31.7,2.9,55.7,33.2,3.5,0,0,59,32.2,27.8,0,37.1,25.5,2,27.7,4.4,7.8,17.3,8.5,0,2,10.6,9.8,2.9,74.3,3.2,0,0,0,40.3,8.7,8.7
2012-02-12,10.1,15.5,14,4,4.7,36.8,18.1,5.8,19.1,42.3,3.5,0,0,59,32.2,56.5,10.6,44,43.6,2,41.5,4.4,9.3,17.3,0,8.8,4,14.2,4.9,6.8,76.2,3.2,0,9.3,11.5,40.3,8.7,8.7
2012-02-19,11.1,34.1,16.1,4,16.8,46.1,25.4,15.5,19.1,48.3,4.9,0,0,60.8,33.3,50.8,10.6,55.3,26.3,3,55.3,4.4,18.7,0,22.2,12.9,4,31.1,17.7,16.5,84.1,4.5,0,17.7,11.5,42.3,8.7,8.7
2012-02-26,14.2,21,17.1,8,7.5,36.8,21.8,12.6,27.8,45.3,6.9,0,0,39.9,32.2,31.9,0,38,26.3,4,41.5,4.4,12.5,0,13,0,8,19.1,7.9,10.7,76.2,6.5,0,9.3,11.5,37.3,8.7,8.7
2012-03-04,13.1,25.6,14,11.1,16.8,39.9,32.6,9.7,38.2,42.3,4.9,0,0,59,54.3,31.9,10.6,33.7,52.6,3,27.7,6.5,18.7,0,0,0,11.1,23.4,17.7,8.8,70.4,4.5,0,0,17.6,36.2,8.7,8.7
2012-03-11,14.2,19.4,15.1,6,15.8,36.8,18.1,14.6,19.1,42.3,3.5,0,0,31.2,33.3,19.6,11,34.5,40.3,3,28.9,4.4,9.3,0,9.1,8.8,6,17.7,16.7,10.7,70.4,3.2,0,9.3,23.7,34.2,0,0
2012-03-18,12.1,21.7,12,7,9.3,36.8,33.5,9.7,39,39.2,6.9,0,0,93.7,34.4,26.2,21.9,66.5,27.1,3,44,4.4,15.6,18.7,18.9,27.3,7,19.8,9.8,9.7,68.4,6.5,0,14,48.2,30.2,8.7,8.7
2012-03-25,10.1,9.3,10,2,3.7,33.8,28.1,7.8,26.2,36.2,6.3,0,0,62.5,67.6,29.5,11,39.7,27.1,2,0,4.4,12.5,0,9.1,0,2,8.5,3.9,6.8,60.6,5.8,0,9.3,0,26.2,8.7,8.7
2012-04-01,7.1,8.5,9,4,2.8,27.6,34.5,9.7,73.2,27.2,7.6,0,0,31.2,34.4,40.1,11.4,49.2,0,2,28.9,2.2,7.8,0,0,0,4,7.8,2.9,8.8,58.6,7.1,0,0,0,26.2,0,0
2012-04-08,5.1,17.8,9,3,4.7,30.7,34.5,10.7,20.7,30.2,3.5,0,0,0,53.2,41.7,0,45.8,28,1,0,2.2,14,0,0,0,3,16.3,4.9,6.8,64.5,3.2,0,0,25.2,26.2,0,0
2012-04-15,6.1,8.5,9,2,4.7,36.8,28.1,2.9,31,33.2,3.5,0,0,29.5,32.2,18.8,0,29.4,25.5,2,0,2.2,17.1,0,0,8.8,2,7.8,4.9,2.9,64.5,3.2,0,9.3,0,24.2,0,0
2012-04-22,6.1,10.9,8,4,1.9,33.8,21.8,4.9,19.1,33.2,3.5,0,0,45.1,0,18.8,10.6,17.3,26.3,1,0,2.2,6.2,0,0,0,4,9.9,2,4.9,64.5,3.2,0,0,0,23.2,0,0
2012-04-29,4,8.5,7,2,3.7,30.7,22.7,4.9,40.6,30.2,0,0,0,0,69.8,20.5,11.4,47.5,0,1,60.3,2.2,10.9,0,9.8,0,2,7.8,3.9,4.9,62.6,0,0,0,12.2,19.1,0,0
2012-05-06,5.1,8.5,7,5,1.9,36.8,31.7,0,37.4,27.2,3.5,0,0,29.5,32.2,36.8,10.2,25,0,1,27.7,2.2,6.2,17.3,0,0,5,7.8,2,0,64.5,3.2,0,9.3,0,19.1,8.7,8.7
2012-05-13,5.1,4.7,7,2,4.7,30.7,15.4,0,33.4,27.2,0,0,0,33,0,20.5,11.4,27.6,0,0,30.2,2.2,7.8,0,0,0,2,4.2,4.9,0,66.5,0,0,0,0,23.2,0,0
2012-05-20,5.1,8.5,6,2,4.7,30.7,15.4,0,39.8,33.2,0,0,0,0,34.4,20.5,0,19.9,28,1,0,2.2,4.7,37.5,0,0,2,7.8,4.9,0,76.2,0,0,0,12.2,18.1,0,0
2012-05-27,5.1,4.7,5,0,0,43,22.7,2.9,40.6,27.2,0,0,0,31.2,0,20.5,11.4,13.8,28,0,30.2,2.2,7.8,0,0,0,0,4.2,0,3.9,76.2,0,0,0,0,17.1,0,0
2012-06-03,5.1,8.5,5,4,0,30.7,32.6,2.9,19.1,27.2,0,0,0,29.5,66.5,19.6,10.6,25.9,26.3,0,0,2.2,3.1,18,0,0,4,7.8,0,2.9,72.3,0,0,0,11.5,18.1,8.7,8.7
2012-06-10,4,6.2,6,3,0,39.9,20.9,0,43.7,33.2,0,0,0,0,32.2,0,10.6,13,26.3,1,27.7,2.2,7.8,0,0,0,3,5.7,0,2.9,78.2,0,0,9.3,11.5,18.1,0,0
2012-06-17,4,7,6,0,1.9,36.8,21.8,0,29.4,33.2,0,0,0,31.2,33.3,19.6,0,13,27.1,0,28.9,2.2,14,0,9.1,0,0,6.4,2,0,78.2,0,0,0,0,17.1,0,0
2012-06-24,5.1,9.3,6,4,0,33.8,21.8,0,31.8,30.2,0,0,0,46.9,0,19.6,0,13,27.1,0,28.9,2.2,10.9,0,0,0,4,8.5,0,2.9,68.4,0,0,0,0,18.1,0,0
2012-07-01,4,3.1,5,2,0,30.7,18.1,0,31.8,24.1,3.5,0,0,39.9,33.3,0,10.6,17.3,0,0,27.7,2.2,6.2,0,0,0,2,2.8,0,0,68.4,3.2,0,0,0,15.1,0,0
2012-07-08,5.1,12.4,6,0,0,30.7,21.8,2.9,46.9,33.2,0,3,0,59,33.3,38.5,10.6,38,0,1,27.7,2.2,7.8,0,0,0,0,11.3,0,2.9,72.3,0,0,0,0,16.1,0,0
2012-07-15,4,7.8,6,0,0,33.8,43.5,0,47.7,30.2,0,0,0,29.5,33.3,19.6,10.6,0,0,0,0,2.2,12.5,18,9.1,0,0,7.1,0,0,68.4,0,0,0,0,17.1,0,0
2012-07-22,3,10.1,5,5,0,30.7,11.8,0,20.7,27.2,0,0,0,33,0,0,23.1,19,0,0,0,2.2,7.8,0,0,0,5,9.2,0,0,62.6,0,0,0,0,16.1,0,0
2012-07-29,3,8.5,5,3,0,30.7,15.4,2.9,19.9,24.1,0,0,0,31.2,52.1,20.5,0,13,0,0,28.9,2.2,6.2,0,9.8,9.6,3,7.8,0,3.9,62.6,0,0,14,0,15.1,0,0
2012-08-05,3,14,4,2,2,34,28,3,33,26,4,0,0,38,39,44,0,15,32,0,31,2,9,0,11,0,2,13,2,3,61,0,0,0,0,14,0,0
2012-08-12,4,13,5,4,2,31,31,3,57,27,0,0,0,39,40,0,0,15,0,1,32,3,5,0,0,0,4,11,3,3,60,0,0,11,0,14,0,0
2012-08-19,3,7,5,2,0,32,30,3,22,27,0,0,0,0,77,22,18,15,0,0,0,3,7,0,0,0,2,6,0,3,61,0,0,0,0,13,0,0
2012-08-26,4,11,6,3,2,31,23,0,32,29,0,0,0,36,56,42,17,14,0,0,45,3,11,18,0,0,3,9,2,0,60,0,0,0,0,16,0,0
2012-09-02,3,14,7,2,0,35,12,7,33,28,4,0,0,75,57,43,17,24,32,0,0,4,5,0,0,10,2,12,0,7,63,4,0,10,0,23,19,19
2012-09-09,5,11,9,6,7,40,23,5,21,27,4,0,0,53,55,0,33,28,60,2,29,3,8,17,0,0,6,9,6,8,61,3,0,0,0,31,0,0
2012-09-16,6,11,11,10,7,35,45,4,41,31,0,3,0,71,36,20,16,32,45,1,29,2,10,17,0,0,10,10,7,5,61,0,0,0,0,38,19,19
2012-09-23,6,10,13,6,2,42,67,6,41,34,3,0,0,52,72,0,49,41,0,1,29,3,16,17,10,0,6,12,2,6,66,3,0,0,0,42,0,0
2012-09-30,5,12,14,5,0,51,42,3,21,38,0,3,0,54,37,0,25,32,30,1,29,3,17,0,0,0,5,13,0,3,65,0,0,10,0,47,0,0
